Average.Position.Y.134:                    -31.38
Average.Position.Z.134:                    31.28
Average.Position.X.135:                    10.31
Average.Position.Y.135:                    -29.77
Average.Position.Z.135:                    31.31
Average.Position.X.136:                    17.18
Average.Position.Y.136:                    -26.34
Average.Position.Z.136:                    31.26
Average.Position.X.137:                    25.43
Average.Position.Y.137:                    -24.13
Average.Position.Z.137:                    31.47
Average.Position.X.138:                    26.02
Average.Position.Y.138:                    -17.03
Average.Position.Z.138:                    31.41
Average.Position.X.139:                    29.26
Average.Position.Y.139:                    -10.16
Average.Position.Z.139:                    31.4
Average.Position.X.140:                    31.15
Average.Position.Y.140:                    -3.49
Average.Position.Z.140:                    31.34
Average.Position.X.141:                    31.32
Average.Position.Y.141:                    3.51
Average.Position.Z.141:                    31.31
Average.Position.X.142:                    29.74
Average.Position.Y.142:                    10.32
Average.Position.Z.142:                    31.33
Average.Position.X.143:                    26.3
Average.Position.Y.143:                    17.18
Average.Position.Z.143:                    31.28
Average.Position.X.144:                    26.33
Average.Position.Y.144:                    23.98
Average.Position.Z.144:                    31.36
Average.Position.X.145:                    17.14
Average.Position.Y.145:                    26.29
Average.Position.Z.145:                    31.28
Average.Position.X.146:                    10.34
Average.Position.Y.146:                    29.84
Average.Position.Z.146:                    31.26
Average.Position.X.147:                    3.46
Average.Position.Y.147:                    31.34
Average.Position.Z.147:                    31.3
Average.Position.X.148:                    -3.45
Average.Position.Y.148:                    31.32
Average.Position.Z.148:                    31.3
Average.Position.X.149:                    -10.31
Average.Position.Y.149:                    29.76
Average.Position.Z.149:                    31.29
Average.Position.X.150:                    -17.16
Average.Position.Y.150:                    26.29
Average.Position.Z.150:                    31.31
Average.Position.X.151:                    -26.28
Average.Position.Y.151:                    23.96
Average.Position.Z.151:                    31.38
Average.Position.X.152:                    -26.28
Average.Position.Y.152:                    17.15
Average.Position.Z.152:                    31.32
Average.Position.X.153:                    -29.77
Average.Position.Y.153:                    10.32
Average.Position.Z.153:                    31.31
Average.Position.X.154:                    -31.2
Average.Position.Y.154:                    3.42
Average.Position.Z.154:                    31.29
Average.Position.X.155:                    -31.2
Average.Position.Y.155:                    -3.45
Average.Position.Z.155:                    31.31
Average.Position.X.156:                    -29.69
